Disease,Genes,id,did,Summary
coronary artery disease,"['SERPINE1', 'NOD2', 'APOM', 'BCHE', 'TLL1', 'BRINP3', 'AGXT2', 'GSTM1', 'CUBN', 'KL', 'PHACTR1', 'XRCC3', 'PECAM1', 'CD40LG', 'ARHGAP31', 'FCGR3A', 'ESR2', 'FTO', 'AGTR1', 'ACAT2', 'CCR2', 'ADIPOQ', 'LUM', 'ABCA1', 'BTNL2', 'TLR4', 'FABP2', 'PPARA', 'MMP12', 'LEPR', 'TP53', 'OLR1', 'PTPN22', 'HNF1A', 'AGER', 'DAB2IP', 'PON1', 'GJA4', 'PLA2G7', 'GPX1', 'CYBA', 'AMPD1', 'NR3C1', 'LIPG', 'MMP3', 'LIPC', 'HSPD1', 'ABCC6', 'IL10', 'VDR', 'ACP1', 'HMOX1', 'LRP8', 'MMP1', 'CYP2R1', 'CLCN6', 'ALOX5AP', 'APOB', 'EDN1', 'NOS3', 'KIF6', 'GSTT1', 'LPL', 'APH1B', 'MMP9', 'APOC3', 'FGB', 'ACE', 'SELE', 'PNPLA3', 'XRCC1', 'APOA5', 'EPHX2', 'PARL', 'ADRB3', 'KALRN', 'AHSG', 'DDAH1', 'F2', 'IL1RL1', 'GCK', 'NPPA', 'SREBF1', 'SOD3', 'ESR1', 'FCGR2A', 'F7', 'CBS', 'PON2', 'LTA', 'HMGCR', 'OGG1', 'MLXIPL', 'MYLK', 'WRN', 'MTHFR', 'RBP4']",MESH:D003324,DOID:3393,An artery disease that is characterized by plaque building up along the inner walls of the arteries of the heart resulting in a narrowing of the arteries and a reduced blood supply to the cardiac muscles.
cortical dysplasia-focal epilepsy syndrome,['CNTNAP2'],MESH:C567657,DOID:0090130,"A brain disease that is characterized by cortical dysplasia, focal epilepsy, macrocephaly, and diminished deep-tendon reflexes that has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the contactin associated protein like 2 (CNTNAP2) gene on chromosome 7q35-q36."
corticosteroid-binding globulin deficiency,['SERPINA6'],MESH:C565152,DOID:0090030,"An adrenal gland disease characterized by decreased levels of serum corticosteroid-binding globulin and cortisol, and in some cases hypo- or hypertension, and muscle fatigue that has_material_basis_in heterozygous or homozygous mutation in the SERPINA6 gene on chromosome 14q32."
cortisone reductase deficiency,"['HSD11B1', 'H6PD']",MESH:C536447,DOID:0090139,An endocrine system disease characterized by failure to regenerate the active glucocorticoid cortisol from cortisone resulting in adrenal hyperandrogenism.
craniofacial-deafness-hand syndrome,['PAX3'],MESH:C536453,DOID:0111336,"A syndrome characterized by a flat facial profile, hypertelorism, a hypoplastic nose with slitlike nares, and sensorineural hearing loss that has_material_basis_in heterozygous mutation in the PAX3 gene on chromosome 2q36.1."
craniofrontonasal syndrome,['EFNB1'],MESH:C536456,DOID:14737,"A syndrome that has_material_basis_in mutation in the EFNB1 gene on chromosome Xq13 and is characterized in hemizygous males by hypertelorism and with greater severity in females by frontonasal dysplasia, craniofacial asymmetry, craniosynostosis, bifid nasal tip, grooved nails, wiry hair, and abnormalities of the thoracic skeleton."
craniolenticulosutural dysplasia,['SEC23A'],MESH:C564332,DOID:0070307,"A syndrome in neonates that is characterized by facial dysmorphism, late-closing fontanels, cataract, and skeletal defects. It has_material_basis_in the mutation of the SEC23A gene on the 14th chromosome, with the underproduction in the collagen secreting pathway and distension of endoplasmic reticulum leading to bone defects."
craniosynostosis,"['ZIC1', 'TCF12', 'FGFR3', 'TWIST1', 'FLNA', 'NOG', 'MSX2', 'ALX4', 'FGFR2', 'BBS9', 'ERF']",MESH:D003398,DOID:2340,A synostosis that results_in premature fusion located_in skull.
cryoglobulinemia,"['ABCB1', 'IFNL3', 'IFNL4']",MESH:D003449,DOID:2917,A hypersensitivity reaction type IV disease that involves large amounts of cryoglobulins in the blood which become thick or gel-like in cold temperatures.
cryptosporidiosis,['MBL2'],MESH:D003457,DOID:1733,"A coccidiosis that involves a parasitic protozoan infection of the intestine of humans and a wide range of animals caused by Cryptosporidium species, through contaminated water and food, The symptoms include watery diarrhea, dehydration, weight loss, abdominal pain, fever, nausea and vomiting. Cryptosporidium infections have also been found in other digestive tract organs, the lungs, and conjunctiva. Immunocompromised persons are at greater risk of developing the infection."
cutaneous Paget's disease,['PIK3CA'],MESH:D010145,DOID:3450,A skin carcinoma that is characterized by infiltration of the skin by neoplastic large cells with abundant pale cytoplasm and large nuclei with prominent nucleoli.
cutaneous leishmaniasis,"['COL1A1', 'CCR5', 'IL32', 'SLC11A1']",MESH:D016773,DOID:9111,"A leishmaniasis that involves skin infection caused by Leishmania species, resulting in one or more cutaneous lesions."
cutis laxa,"['LTBP1', 'ELN', 'FBLN5', 'ATP7A']",MESH:D003483,DOID:3144,"A skin disease characterized by loose, hanging, wrinkled skin lacking in elasticity."
cystathioninuria,['CTH'],MESH:C535408,DOID:0090142,An amino acid metabolic disorder that is characterized by elevated plasma and urinary cystathionine levels that has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the gene encoding cystathionine gamma-lyase (CTH) on chromosome 1p31.
cystic fibrosis,"['NOS1', 'GSTM3', 'MPO', 'TGFB1', 'MBL2', 'PTX3', 'GSTM1', 'TLR5', 'PTGS2', 'AGER', 'CD14', 'IL1B', 'GCLC', 'NOS3', 'MIF', 'HSPA1A', 'CYP1A1', 'FAS', 'FCGR2A', 'TLR9', 'ADRB2', 'GSTT1', 'LTA', 'SERPINA3']",MESH:D003550,DOID:1485,"A syndrome that is characterized by the buildup of thick, sticky mucus that can damage many organs."
cystinosis,['CTNS'],MESH:D003554,DOID:1064,"A lysosomal storage disease characterized by the abnormal accumulation of cystine in the lysosomes. It follows an autosomal recessive inheritance pattern and that has_material_basis_in mutations in the CTNS gene, located on chromosome 17."
cystinuria,"['SLC3A1', 'SLC7A9']",MESH:D003555,DOID:9266,"An amino acid metabolic disorder that involves the formation of cystine stones in the kidneys, ureter, and bladder."
cystitis,['TLR5'],MESH:D003556,DOID:1679,A bladder disease that is characterized by inflammation of the bladder.
cytochrome-c oxidase deficiency disease,"['SCO1', 'SCO2']",MESH:D030401,DOID:3762,"A mitochondrial metabolism disease that is characterized by deficiency of cytochrome c oxidase, myopathy, hepatomegaly, hypertrophic cardiomyopathy, lactic acidosis, and Leigh syndrome, and is caused by mutations related to oxidative phosphorylation."
dacryocystitis,['IL1RN'],MESH:D003607,DOID:9938,"An acute inflammation of lacrimal passage that is characterized by inflammation of the lacrimal sac, has_symptom conjunctivitis and has_symptom purulent discharge."
deafness-dystonia-optic neuronopathy syndrome,['TIMM8A'],MESH:C535808,DOID:0050757,"A mitochondrial metabolism disease that is characterized by hearing loss that begins early in life, problems with movement, impaired vision, and behavior problems, and has_material_basis_in mutations in the TIMM8A gene resulting in abnormal protein transport within the mitochondria."
demyelinating disease,['KLK6'],MESH:D003711,DOID:3213,A central nervous system disease that is characterized by damage to the myelin sheath present around nerve axons.
dengue disease,"['CD209', 'F2', 'FCGR2A']",MESH:D003715,DOID:12205,"A viral infectious disease that results in infection, has_material_basis_in Dengue virus"
dengue hemorrhagic fever,"['IFNL1', 'TAP2', 'SLC6A4', 'KIR3DS1', 'CD209', 'FCGR2A']",MESH:D019595,DOID:12206,"A dengue disease that occurs when a person experiences a second infection with a heterologous Dengue virus serotype, which is transmitted_by Aedes mosquito bite. The infection has_symptom hemorrhagic lesions of the skin, has_symptom thrombocytopenia, has_symptom reduction in the fluid part of the blood, and has_symptom high fever."
dental caries,"['BCOR', 'IL1B']",MESH:D003731,DOID:216,"A teeth hard tissue disease that is characterized by damage to a tooth that can happen when decay-causing bacteria in your mouth make acids that attack the tooth’s surface, or enamel."
dentatorubral-pallidoluysian atrophy,['ATN1'],MESH:D020191,DOID:0060162,An autosomal dominant cerebellar ataxia that has_material_basis_in expansion of CAG triplet repeats (glutamine) encoding a polyglutamine tract in the atrophin-1 protein.
dentinogenesis imperfecta,"['COL1A1', 'DSPP']",MESH:D003811,DOID:4154,"A tooth disease characterized by discolored, opalescent teeth that has_material_basis_in mutation in the DSPP gene on chromosome 4q22."
depressive disorder,"['IL6', 'GATA1', 'GATA2', 'HTR1A', 'SLC6A4', 'GNB3', 'NGFR', 'IL1RN', 'DRD2', 'CRHBP', 'PANX1', 'TPH1', 'SLC5A7', 'NTS', 'STK33', 'NPPC', 'HTR3B', 'GPX1', 'NPY', 'CHRNB3', 'OPRK1']",MESH:D003863,DOID:1596,"A mood disorder characterized by persistent sadness, emptiness, or irritability and decreased ability to function."
dermatitis,"['IKBKB', 'IL13', 'ADRB2', 'FGF2', 'HLA-B']",MESH:D003872,DOID:2723,"A skin disease characterized by itchy, erythematous, vesicular, weeping and crusting patches of skin."
dermatofibrosarcoma protuberans,"['COL1A1', 'PDGFB']",MESH:D018223,DOID:3507,A fibrosarcoma that is located_in the dermis laryer of the skin and that begins as a hard nodule and grows slowly.
dermatomyositis,"['STAT4', 'MBL2', 'PMS1']",MESH:D003882,DOID:10223,A myositis that results_in inflammation located_in muscle or located_in skin where a skin rash is often seen prior to the onset of muscle weakness. The disease may result from either a viral infection or an autoimmune reaction.
dermatopathia pigmentosa reticularis,['KRT14'],MESH:C535374,DOID:0111342,"An ectodermal dysplasia characterized by reticulate hyperpigmentation, noncicatricial alopecia, and onychodystrophy that has_material_basis_in heterozygous mutation in the KRT14 gene on chromosome 17q21.2."
developmental and epileptic encephalopathy 39,['SLC25A12'],MESH:C567847,DOID:0080349,"A developmental and epileptic encephalopathy characterized by global developmental delay apparent in early infancy, early-onset seizures, hypotonia, poor motor function, and hypomyelination in the brain that has_material_basis_in mutation in the SLC25A12 gene on chromosome 2q31."
diabetes insipidus,['AVP'],MESH:D003919,DOID:9409,"A kidney disease that is characterized by polydipsia and polyuria with a dilute urine having a specific gravity less than 1.010, hypernatremia, and dehydration."
diabetes mellitus,"['IL6', 'INSR', 'NAT2', 'CYP11B2', 'CYP2C9', 'TLR4', 'ACP1', 'ITGA2', 'PTPN22', 'GSTM1', 'GIPR', 'SLC19A2', 'GCK', 'CDKAL1', 'SOD3', 'CYP1A1', 'UCP3', 'KCNJ11', 'CTSB', 'GSTT1', 'TCF7L2', 'HMGCR', 'WFS1', 'G6PD', 'CSF1R']",MESH:D003920,DOID:9351,"A glucose metabolism disease that is characterized by chronic hyperglycaemia with disturbances of carbohydrate, fat and protein metabolism resulting from defects in insulin secretion, insulin action, or both."
diabetic angiopathy,"['VEGFA', 'SERPINE1', 'PON1', 'PLAT', 'GCH1', 'SOD2', 'HLA-DRB1', 'CXCL12', 'IGFBP1', 'IL1RN', 'EPO']",MESH:D003925,DOID:11713,A peripheral vascular disease that is characterized by narrowing of the arteries as a complication arising from chronic diabetes.
diabetic ketoacidosis,['PAX4'],MESH:D016883,DOID:1837,"A metabolic acidosis that is characterized by the shift of acid-base status of the body toward the acid side accompanied by the accumulation of ketone bodies in body tissues and fluids, resulting from uncontrolled diabetes mellitus."
diaphyseal medullary stenosis with malignant fibrous histiocytoma,['MTAP'],MESH:C536169,DOID:0080664,An osteochondrodysplasia that is characterized by pathologic fractures due to abnormal cortical growth and diaphyseal medullary stenosis and that has_material_basis_in heterozygous mutation in the MTAP gene on chromosome 9p21.
diarrhea,"['SLC26A3', 'NFKBIA']",MESH:D004403,DOID:13250,"A gastrointestinal system disease described as the condition of having frequent loose or liquid bowel movements. Acute diarrhea is a common cause of death in developing countries and the second most common cause of infant deaths worldwide. The loss of fluids through diarrhea can cause severe dehydration which is one cause of death in diarrhea sufferers. Along with water, sufferers also lose dangerous amounts of important salts, electrolytes, and other nutrients. There are at least four types of diarrhea: secretory diarrhea, osmotic diarrhea, motility-related diarrhea, and inflammatory diarrhea."
diastrophic dysplasia,['SLC26A2'],MESH:C536170,DOID:14687,An osteochondrodysplasia that has_material_basis_in abnormal cartilage development due to mutations in the SLC26A2 gene which results_in short limb dwarfism.
dicarboxylic aminoaciduria,[],MESH:C536171,DOID:0060650,An amino acid metabolic disorder that is characterized by an excess urinary excretion of aspartate and glutamate acidic amino acids.
diffuse large B-cell lymphoma,"['GSTT1', 'CD22', 'GSTP1', 'BCL6', 'CARD11', 'GSTM1', 'MYD88', 'CD40', 'CD79B', 'MTHFR', 'FCGR2A']",MESH:D016403,DOID:0050745,A B-cell lymphoma that is a cancer of B cells presenting as an aggressive tumour which can arise in virtually any part of the body.
dihydropyrimidinase deficiency,['DPYS'],MESH:C562815,DOID:0111629,"A pyrimidine metabolic disorder characterized by a defect in the degredation of uracil and thymine resulting in elevated levels of 5,6-dihydrouracil and 5,6-dihydrothymine in urine that has_material_basis_in homozygous or compound heterozygous mutation in the DPYS gene on chromosome 8q22.3."
dihydropyrimidine dehydrogenase deficiency,['DPYD'],MESH:D054067,DOID:14218,"A purine-pyrimidine metabolic disorder that is an autosomal recessive metabolic disorder in which there is absent or significantly decreased activity of dihydropyrimidine dehydrogenase, an enzyme involved in the metabolism of uracil and thymine."
dilated cardiomyopathy,"['TAFAZZIN', 'PPP3R1', 'FLII', 'TNNI3', 'CAP2', 'CACNB4', 'DES', 'LDB3', 'PRKCB', 'IGF1', 'LEPR', 'LMNA', 'CTF1', 'TNNT2', 'SOD2', 'DMD', 'MMP1', 'ISL1', 'MYH7', 'ACTC1', 'FKRP', 'CSRP3', 'CS', 'NEBL', 'DSP', 'ABCC9', 'NFATC4', 'TTN', 'EMD', 'GATA5', 'EYA4', 'GPX1', 'SP4', 'DSG2', 'CDK8', 'MEF2A', 'ANKRD1', 'RBM20', 'VCL', 'GET3', 'RBPJ']",MESH:D002311,DOID:12930,An intrinsic cardiomyopathy that is characterized by an an enlarged heart and damage to the myocardium causing the heart to pump blood inefficiently.
dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,['LMNA'],MESH:C535580,DOID:0111584,A syndrome characterized by dilated cardiomyopathy and hypergonadotropic hypogonadism that has_material_basis_in heterozygous mutation in the LMNA gene on chromosome 1q22.
disease of mental health,"['CNTF', 'SNRNP70']",MESH:D001523,DOID:150,"A disease that involves a psychological or behavioral pattern generally associated with subjective distress or disability that occurs in an individual, and which are not a part of normal development or culture."
disease of metabolism,"['BAAT', 'ADRB2', 'EPHX1', 'NBN', 'TJP2', 'SREBF1']",MESH:D008659,DOID:0014667,A disease that involving errors in metabolic processes of building or degradation of molecules.
disorder of sexual development,"['HSD17B3', 'AMH']",MESH:D012734,DOID:1923,"A gonadal disease that is characterized by atypical development of chromosomal, gonadal, or anatomic sex."
distal arthrogryposis type 1A,['TPM2'],MESH:C535378,DOID:0111597,A distal arthrogryposis type 1 that has_material_basis_in heterozygous mutation in the TPM2 gene on chromosome 9p13.3.
distal arthrogryposis type 2B,['MYH3'],MESH:C538400,DOID:0111599,"A distal arthrogryposis characterized by contractures of the distal joints of the limbs, triangular face, downslanting palpebral fissures, small mouth, and high arched palate."
distal arthrogryposis type 3,['PIEZO2'],MESH:C537288,DOID:0111607,A distal arthrogryposis characterized by distal arthrogryposis with short stature and cleft palate that has_material_basis_in heterozygous mutation in the PIEZO2 gene on chromosome 18p11.22-p11.21.
distal arthrogryposis type 5,['PIEZO2'],MESH:C537737,DOID:0111608,A distal arthrogryposis characterized by distal arthrogryposis with ocular abnormalities that has_material_basis_in heterozygous gain of function mutation in the PIEZO2 gene on chromosome 18p11.22-p11.21.
distal arthrogryposis type 7,['MYH8'],MESH:C535857,DOID:0111603,A distal arthrogryposis characterized by inability to open the mouth fully and pseudocamptodactyly that has_material_basis_in heterozygous mutation in the MYH8 gene on chromosome 17p13.1.
distal myopathy,['LDB3'],MESH:D049310,DOID:11720,A muscular dystrophy that is characterized by predominant weakness and atrophy beginning in the feet and/or hands.
dopamine beta-hydroxylase deficiency,"['DBH', 'HSPA5']",MESH:C535600,DOID:0090145,"An inherited metabolic disorder characterized by decreased beta-hydroxylation of dopamine in nerves resulting in impaired autonomic noradrenergic neurotransmission and clinical features including severely decreased norepinephrine levels, orthostatic hypotension, ptosis, nasal stuffiness, and delayed eye opening that has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the dopamine beta-hydroxylase gene (DBH) on chromosome 9q34."
dry eye syndrome,"['IL6', 'MUC1', 'MUC5AC', 'IL1B']",MESH:D015352,DOID:10140,A lacrimal apparatus disease that is characterized by persistent irritation or burning of the coreneal surface.
dyschromatosis symmetrica hereditaria,['ADAR'],MESH:C535729,DOID:0060257,"A pigmentation disease characterized by progressively pigmented and depigmented macules, often mixed in a reticulate pattern, concentrated on the dorsal extremities."
dyschromatosis universalis hereditaria,"['ABCB6', 'SASH1']",MESH:C535730,DOID:0060304,A pigmentation disease characterized by reticulate hyper- and hypo-pigmentated macules in a generalized distribution.
dysgammaglobulinemia,"['CD40LG', 'UNG']",MESH:D004406,DOID:11702,A selective immunoglobulin deficiency disease that is caused by a reduction in some types of gamma globulins.
dysgerminoma,"['FGFR2', 'KIT']",MESH:D004407,DOID:4441,A germ cell cancer that derives_from cells that give rise to egg cells.
dyskeratosis congenita,"['TYMS', 'DCLRE1B', 'DKC1']",MESH:D019871,DOID:2729,"A skin disease characterized by cutaneous pigmentation, premature graying, dystrophy of the nails, leukoplakia of the oral mucosa, continuous lacrimation due to atresia of the lacrimal ducts, often thrombocytopenia, anemia, testicular atrophy in the male carriers and predisposition to cancer."
dyslexia,"['DCDC2', 'DRD4', 'FOXP2', 'DNAAF4']",MESH:D004410,DOID:4428,A reading disorder resulting from a developmental reading disability involving the inability to process graphic symbols resulting in impairment of reading ability.
dysostosis,"['EFNB1', 'DLL3']",MESH:D004413,DOID:1934,A bone development disease that results in defective ossification of bone.
dysplastic nevus syndrome,['CDKN2A'],MESH:D004416,DOID:10041,A syndrome that is characterized by the presence of multiple dysplastic nevi (atypical moles) and a history of melanoma in two family members.
dystonia,"['NUP54', 'VPS11', 'SHQ1', 'KMT2B', 'TIMM8A', 'GCH1', 'SPR', 'TSPOAP1', 'VPS16', 'MECR', 'EIF2AK2', 'AOPEP', 'KCNN2']",MESH:D004421,DOID:543,A movement disease that is characterized by involuntary muscle contractions causing repetitive or twisting movements.
dystonia 12,"['ATP1A3', 'PLA2G6']",MESH:C538001,DOID:0090056,"A dystonia that is characterized by asymmetric dystonia and parkinsonism with abrupt onset in young adulthood that has_material_basis_in autosomal dominant inheritance of heterozygous mutation in the gene encoding the alpha-3 subunit of the N,K-ATPase (ATP1A3) on chromosome 19q13."
dystonia 16,['PRKRA'],MESH:C567430,DOID:0090048,"A multifocal dystonia that is characterized by early-onset progressive limb dystonia, laryngeal and oromandibular dystonia, and parkinsonism, and that has_material_basis_in autosomal recessive inheritance of homozygous mutation in the protein activator of interferon induced protein kinase EIF2AK2 (PRKRA) gene on chromosome 2q31."
eating disorder,['HDAC4'],MESH:D001068,DOID:8670,A specific developmental disorder that is characterized by abnormal eating habits that may involve either insufficient or excessive food intake to the detriment of an individual's physical and emotional health.
echinococcosis,['ABO'],MESH:D004443,DOID:1496,"A parasitic helminthiasis infectious disease that involves parasitic infection of humans and domestic animals caused by the larval stages of tapeworms of the genus Echinococcus in the liver, lungs, spleen, brain, heart and kidneys."
ectodermal dysplasia,"['NECTIN1', 'GJB6', 'TP63', 'KRT17', 'PKP1', 'WNT10A', 'KRT16']",MESH:D004476,DOID:2121,"A syndrome characterized by abnormal development in 2 or more ectodermal structures (hair, nails, teeth, and sweat glands) without other systemic findings."
ectodermal dysplasia 1,['EDA'],MESH:D053358,DOID:0111664,A hypohidrotic ectodermal dysplasia that has_material_basis_in X-linked recessive mutation in EDA on chromosome Xq13.1.
ectopia lentis with ectopia of pupil,[],MESH:C563268,DOID:0111648,An eye disease characterized by displacement of the lenses and the pupils in association with other ocular anomalies that has_material_basis_in homozygous or compound heterozygous mutation mutation in the ADAMTSL4 gene on chromosome 1q21.2.
"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3",['TP63'],MESH:C536189,DOID:0060783,"An EEC syndrome characterized by autosomal dominant inheritance of absence of the central parts of the hands and feet, resulting in split-hand/foot malformation, ectodermal dysplasia, and cleft lip with or without cleft palate that has_material_basis_in heterozygous mutation in the TP63 gene on chromosome 3q28."
eczema herpeticum,['IFNG'],MESH:D007617,DOID:9123,"A herpes simplex that results_in infection located_in skin, effected by preexisting dermatosis, has_material_basis_in Human herpesvirus 1 or Human herpesvirus 2. The infection has_symptom watery blisters, has_symptom fever, and has_symptom swelling of the lymph nodes."
egg allergy,['IL13'],MESH:D021181,DOID:4377,"A food allergy that is an allergy or hypersensitivity to dietary substances from the yolk or whites of eggs, causing an overreaction of the immune system which may lead to severe physical symptoms."
embryonal carcinoma,['POU5F1'],MESH:D018236,DOID:3308,An embryonal cancer that is a type of germ cell tumour that is located_in the ovaries or located_in the testes.
endometrial cancer,"['MSH3', 'CYP19A1', 'SOCS2', 'POLE', 'AR', 'CDH1', 'RAD21', 'UGT1A1', 'EGF', 'APC', 'MLH3', 'RNF43', 'CDC25C', 'CYP1A2', 'MRE11', 'MSH6', 'MCPH1', 'ADRB3', 'PIK3CD', 'EFEMP2', 'BAD', 'APEX1', 'PIK3R1', 'CYP1A1', 'PGM1', 'SHBG', 'JAK1', 'COMT', 'BST2', 'LTA', 'BRCA2']",MESH:D016889,DOID:1380,A uterine cancer that is located_in tissues lining the uterus.
endometrial carcinoma,"['MSH3', 'SMAD4', 'SPARC', 'CDH13', 'RASSF1', 'POLE', 'APC', 'RUNX3', 'PIK3R1']",MESH:D016889,DOID:2871,A endometrial cancer that is located_in the tissue lining the uterus.
endometrial hyperplasia,[],MESH:D004714,DOID:0080365,An uterine benign neoplasm that is characterized by excessive proliferation of the cells of the endometrium.
endometriosis,"['SERPINF1', 'HLA-DRB1', 'PTPN22', 'TNFRSF1B', 'ESR1', 'PGR']",MESH:D004715,DOID:289,A female reproductive system disease characterized by the growth of endometrial tissue outside the uterine body.
enhanced S-cone syndrome,['NR2E3'],MESH:C564835,DOID:0090059,"A retinal disease that is characterized by early onset night blindness, hypersensitivity to blue light, and in some cases a more general retinal degeneration that has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the nuclear receptor subfamily 2 group E member 3 gene (NR2E3) on chromosome 15q23."
enterocele,['ALDH18A1'],MESH:D006547,DOID:1283,A prolapse of female genital organ that is characterized by the descent of a peritoneal sac containing small bowel into the rectovagnial space causing a bulge in the posterior vaginal wall.
enterokinase deficiency,['TMPRSS15'],MESH:C562649,DOID:0111667,"An intestinal disease characterized by early-onset failure to thrive, edema, hypoproteinemia, diarrhea and fat malabsorption that has_material_basis_in homozygous or compound heterozygous mutation in the TMPRSS15 gene on chromosome 21q21.1."
eosinophilic esophagitis,"['CYP2C19', 'TGFB1', 'ANKRD27', 'CCL26']",MESH:D057765,DOID:13922,An esophagitis characterized by inflammation involving eosinophils located_in esophagus.
epidermal nevus,"['FGFR3', 'NRAS', 'PIK3CA']",MESH:C580062,DOID:0111162,A skin disease characterized by localized epidermal thickening with hyperpigmentation that develops at or shortly after birth.
epidermodysplasia verruciformis,"['TMC6', 'TMC8', 'RHOH', 'CIB1', 'IL7']",MESH:D004819,DOID:13777,"A primary immunodeficiency disease that results_in skin squamous cell carcinoma located_in skin, associated with a high risk of carcinoma. It is characterized by abnormal susceptibility to human papillomaviruses of the skin and has_symptom lesions on the body."
epidermolysis bullosa dystrophica,"['COL7A1', 'MMP1']",MESH:D016108,DOID:4959,"An epidermolysis bullosa that is characterized by formation of recurrent blisters secondary to minor trauma in the skin and mucosa, especially in the hands, feet, knees, and elbows, and has_material_basis_in mutation in COL7A1 gene, which encodes a protein that assists assembly of type VII collagen."
epidermolysis bullosa simplex,"['PLEC', 'KRT14', 'KLHL24', 'CD151', 'KRT5', 'EXPH5', 'DST']",MESH:D016110,DOID:4644,"An epidermolysis bullosa that is characterized by recurrent blistering at the level of the epidermis secondary to minor trauma, which can cause limited wounds, dehydration, electrolyte abnormalities, severe infection, among other issues, and has_material_basis_in mutation in the KRT5, KRT14, or PLEC genes, which encode keratin and plectin proteins that provide resilience in skin."
epidermolysis bullosa simplex with mottled pigmentation,['KRT5'],MESH:C535959,DOID:0111346,An epidermolysis bullosa simplex characterized by generalized blistering with mottled hyper- and hypopigmentation of the skin that has_material_basis_in heterozygous mutation in KRT5 on chromosome 12q13.13.
epidermolysis bullosa with congenital localized absence of skin and deformity of nails,['COL7A1'],MESH:C562638,DOID:0111347,"An autosomal dominant dystrophic epidermolysis bullosa characterized by severe blistering of skin and mucous membranes, congenital absence of skin on the lower extremities and congenital absence or deformity of nails that has_material_basis_in heterozygous mutation in the COL7A1 gene on chromosome 3p21.31."
epidermolytic hyperkeratosis,"['KRT10', 'KRT1']",MESH:D017488,DOID:4603,"An ichthyosis that is characterized by generalized erythema, skin blisters and skin fragility, manifested at birth."
epilepsy,"['ATP1A3', 'ABCB1', 'CP', 'TBX1', 'BCHE', 'GDNF', 'ACHE', 'KCNB1']",MESH:D004827,DOID:1826,"A brain disease that is characterized by the occurrance of at least two unprovoked seizures resulting from a persistent epileptogenic abnormality of the brain that is able to spontaneously generate paroxysmal activity and typically manifested by sudden brief episodes of altered or diminished consciousness, involuntary movements, or convulsions."
episodic ataxia,"['SCN2A', 'CACNB4']",MESH:C580065,DOID:963,A hereditary ataxia characterized by sporadic bouts of ataxia with or without continuous muscle movement.
episodic ataxia type 2,['CACNA1A'],MESH:C535506,DOID:0050990,"An episodic ataxia that is characterized by periodic ataxia and nystagmus, and has_material_basis_in autosomal dominant inheritance of mutation in the calcium channel gene CACNA1A."
epithelial basement membrane dystrophy,['TGFBI'],MESH:C535477,DOID:0060447,An epithelial and subepithelial dystrophy that is characterized by sheet-like areas of basement membrane originating from the basal epithelial cells of the corneal epithelium and extending superficially into the epithelium.
epithelial recurrent erosion dystrophy,['COL17A1'],MESH:C565155,DOID:0070337,"An epithelial and subepithelial dystrophy that is characterized by frequent painful recurrent corneal erosions, small gray anterior stromal flecks associated with larger focal gray-white disc-shaped, circular, or wreath-like lesions with central clarity."
erythema multiforme,[],MESH:D004892,DOID:0050185,"A skin disease that is a type of allergic reaction located_in skin, which occurs in response to medications, infections, or illness."
erythema nodosum,"['LTA', 'HLA-B', 'GSTM1', 'VDR']",MESH:D004893,DOID:0080750,"A panniculitis that is characterized by sudden onset of painful, erythematous, subcutaneous nodules mainly localized to the pretibial areas. Lesions are usually bilateral and symmetrical, ranging from 1 to 5 cm in diameter."
erythrokeratodermia variabilis,"['GJB3', 'PERP', 'GJB4', 'GJA1']",MESH:D056266,DOID:0050467,"A skin disease that is characterized by areas of sharply demarcated, brown hyperkeratosis and has_material_basis_in mutations in genes encoding for connexin channels proteins in the epidermis."
erythromelalgia,['SCN9A'],MESH:D004916,DOID:9240,"A neuropathy that is characterized by intense, burning pain of affected extremities, severe redness and increased skin temperature."
erythropoietic protoporphyria,"['FECH', 'CLPX', 'ALAS2']",MESH:D046351,DOID:13270,"An acute porphyria characterized by a deficiency in the enzyme ferrochelatase, leading to abnormally high levels of protoporphyrin in the tissue."
esophageal cancer,"['GPX3', 'IL1R2', 'TGFBR2', 'GSTT1', 'WWOX', 'XRCC1', 'DCC', 'TNFAIP3', 'GSTM1', 'LZTS1', 'RNF6', 'CYP1A1']",MESH:D004938,DOID:5041,A gastrointestinal system cancer that is located_in the esophagus.
esophagus adenocarcinoma,"['MMP3', 'CYP19A1', 'BIRC3', 'VDR', 'MMP12', 'SLC22A18', 'GRB7', 'MMP1', 'ABL1', 'GSTM1', 'TNFRSF10A', 'GPX3', 'NOS3', 'MMP14', 'BCL2', 'ERCC1', 'GHRL', 'GSTT1', 'FOXP1', 'KDR', 'CASP8']",MESH:C562730,DOID:4914,An esophageal carcinoma that derives_from epithelial cells of glandular origin.
